,Region,Disease,Age_group,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
2460,Республика Дагестан,Болезни системы кровообращения,15-17 лет,1027.7,1004.5,1036.8,1177.7,1077.0,1017.0,1085.8,1298.4,1422.0,1636.0,1685.1,1632.0
2461,Республика Дагестан,Болезни системы кровообращения,18 лет и старше,2553.5,3130.6,3382.9,3387.9,3521.5,3158.0,2888.5,3060.7,3116.2,3018.6,3012.0,3137.4
2462,Республика Дагестан,Болезни системы кровообращения,Всего,1976.7,2385.5,2610.6,2644.3,2738.2,2498.0,2273.7,2427.0,2486.3,2424.0,2426.5,2498.2
2463,Республика Дагестан,Болезни уха и сосцевидного отростка,0-14 лет,2986.2,3082.2,3215.7,3162.9,3434.5,3708.7,3790.5,3671.3,4135.1,4204.7,4357.5,4885.8
2464,Республика Дагестан,Болезни уха и сосцевидного отростка,15-17 лет,2503.0,2559.9,2477.1,3132.6,3383.5,3955.3,4221.6,4679.4,5173.2,5394.0,5436.4,5340.1
2465,Республика Дагестан,Болезни уха и сосцевидного отростка,18 лет и старше,1264.6,1250.5,1362.6,1340.9,1470.3,1674.2,1686.8,1826.1,2025.1,2097.0,2161.1,2132.2
2466,Республика Дагестан,Болезни уха и сосцевидного отростка,Всего,1793.5,1796.0,1886.2,1884.4,2043.9,2280.4,2352.7,2438.2,2711.4,2775.9,2859.5,2963.4
2467,Республика Дагестан,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",0-14 лет,4007.5,4218.4,4397.4,4750.9,4447.7,4471.0,3163.2,3779.5,3916.1,4104.0,4041.3,4316.8
2468,Республика Дагестан,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",15-17 лет,4560.2,4426.8,4375.6,4588.0,4689.9,5801.7,4798.2,5070.2,5326.7,5336.4,5119.5,4797.1
2469,Республика Дагестан,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",18 лет и старше,1401.8,1750.5,1645.6,1660.7,1578.3,1394.7,1441.4,1352.6,1348.4,1338.1,1305.6,1168.4
2470,Республика Дагестан,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",Всего,2286.6,2544.2,2489.7,2576.0,2433.7,2363.1,2055.6,2155.8,2191.1,2213.5,2162.9,2116.9
2471,Республика Дагестан,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",0-14 лет,630.7,627.3,594.7,698.9,753.5,745.6,902.3,877.6,1111.5,907.1,718.5,731.7
2472,Республика Дагестан,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",15-17 лет,155.6,175.4,146.1,152.5,64.2,68.8,120.9,58.8,155.5,79.6,96.0,69.4
2473,Республика Дагестан,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",18 лет и старше,41.0,37.4,27.3,28.9,24.2,25.6,18.6,11.1,16.9,15.3,14.4,11.6
2474,Республика Дагестан,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",Всего,201.8,194.8,173.9,197.5,200.4,198.7,246.4,230.3,297.2,239.9,192.6,192.0
2475,Республика Дагестан,Все заболевания,0-14 лет,122845.1,122361.2,121697.4,125276.2,127080.3,128616.6,116739.7,117783.0,121076.8,121640.1,119509.7,124412.3
2476,Республика Дагестан,Все заболевания,15-17 лет,87647.3,94007.8,98169.7,104795.2,112381.4,114208.4,109283.4,113631.3,117565.2,124296.4,112673.6,115955.9
2477,Республика Дагестан,Все заболевания,18 лет и старше,71291.1,68734.8,70876.3,70041.1,69010.4,65514.2,65624.6,66397.2,65330.4,64086.7,62361.3,63051.9
2478,Республика Дагестан,Все заболевания,Всего,85765.8,83865.2,85033.5,85376.8,85244.6,83120.9,80838.0,81739.6,81896.3,80390.6,78884.9,80693.8
2479,Республика Дагестан,Некоторые инфекционные и паразитарные болезни,0-14 лет,6824.5,7231.6,8862.4,8250.6,8247.9,8468.4,6557.0,6169.2,5440.7,5531.7,5210.7,5884.4
2480,Республика Дагестан,Некоторые инфекционные и паразитарные болезни,15-17 лет,4196.4,5038.2,5602.7,5931.5,5932.2,5750.4,5862.4,5547.0,4777.6,4856.7,4291.8,4439.7
2481,Республика Дагестан,Некоторые инфекционные и паразитарные болезни,18 лет и старше,3354.9,3278.6,3381.4,3144.6,2952.1,2816.7,2638.4,2593.1,1858.9,2135.4,1980.6,1930.6
2482,Республика Дагестан,Некоторые инфекционные и паразитарные болезни,Всего,4312.0,4387.3,4863.5,4537.5,4379.1,4316.3,3798.1,3643.2,2901.1,1171.1,2889.4,3024.8
2483,Республика Дагестан,Новообразования,0-14 лет,102.8,99.5,116.4,123.3,112.2,160.5,123.0,167.5,181.6,185.6,268.6,284.0
2484,Республика Дагестан,Новообразования,15-17 лет,40.5,52.8,83.3,33.0,38.8,58.0,43.3,77.5,78.4,71.1,98.8,98.8
2485,Республика Дагестан,Новообразования,18 лет и старше,499.3,561.8,626.1,551.5,541.3,602.9,610.3,630.2,685.7,714.2,695.0,704.7
2486,Республика Дагестан,Новообразования,Всего,366.1,412.7,467.4,418.1,411.3,468.4,457.1,485.3,529.1,431.0,561.3,572.2
2487,Республика Дагестан,"Отдельные состояния, возникающие в перинатальном периоде",0-14 лет,1563.9,1787.8,1861.4,2020.1,2407.8,2362.1,2412.3,2650.0,2559.5,2525.1,2355.4,2384.3
2488,Республика Дагестан,Психические расстройства и расстройства поведения,0-14 лет,713.4,702.7,663.5,524.3,504.4,493.2,399.4,445.1,429.1,333.6,456.6,461.8
2489,Республика Дагестан,Психические расстройства и расстройства поведения,15-17 лет,727.5,789.7,836.4,792.5,760.6,730.9,602.1,655.7,654.4,587.7,456.6,461.8
2490,Республика Дагестан,Психические расстройства и расстройства поведения,18 лет и старше,334.8,295.5,320.2,352.1,332.1,335.4,286.6,298.9,377.8,393.4,428.6,294.9
2491,Республика Дагестан,Психические расстройства и расстройства поведения,Всего,459.0,429.8,436.4,419.3,396.7,394.2,332.0,354.3,404.6,387.7,395.3,297.8
2492,Республика Дагестан,"Травмы, отравления и другие последствия воздействия внешних причин",0-14 лет,9799.7,9390.3,8876.5,9484.3,9543.1,10405.5,9024.4,9050.0,9272.7,9389.8,9339.3,10109.0
2493,Республика Дагестан,"Травмы, отравления и другие последствия воздействия внешних причин",15-17 лет,9441.9,10312.2,12138.4,13901.2,15320.8,13675.9,13105.3,12180.5,13121.4,14015.9,13612.1,14478.8
2494,Республика Дагестан,"Травмы, отравления и другие последствия воздействия внешних причин",18 лет и старше,6015.5,6958.9,6985.4,6490.4,6572.1,7410.4,7267.7,7228.8,7062.3,6841.5,6557.2,6670.9
2495,Республика Дагестан,"Травмы, отравления и другие последствия воздействия внешних причин",Всего,7224.2,7786.9,7768.5,7643.7,7761.0,8460.1,8024.4,7945.7,7921.0,7812.3,6557.2,6670.9
2496,Республика Ингушетия,"Беременность, роды и послеродовой период",15-17 лет,5.7,317.2,320.0,481.4,244.1,630.3,447.5,265.8,203.2,449.8,265.2,107.9
2497,Республика Ингушетия,"Беременность, роды и послеродовой период",18 лет и старше,6050.6,6193.7,7675.5,11289.3,10370.0,13180.9,19714.6,17651.7,17635.1,17282.2,6851.2,6762.2
2498,Республика Ингушетия,"Беременность, роды и послеродовой период",Всего,4474.0,4638.7,5783.6,8593.9,7923.5,10101.0,15325.6,13783.0,13807.6,13585.6,5391.2,5307.4
2499,Республика Ингушетия,Болезни глаза и его придаточного аппарата,0-14 лет,5288.9,6269.2,5989.3,7063.7,7584.9,5145.7,9822.7,8578.8,8509.5,7957.5,6785.5,7307.0
2500,Республика Ингушетия,Болезни глаза и его придаточного аппарата,15-17 лет,2900.0,3153.9,5362.2,5579.1,4037.4,4734.4,8231.6,13862.8,13928.4,13559.8,8160.2,8073.6
2501,Республика Ингушетия,Болезни глаза и его придаточного аппарата,18 лет и старше,935.7,1234.3,1709.8,1955.1,1306.5,1566.0,2369.3,2744.9,3686.8,3519.5,2850.4,2552.4
2502,Республика Ингушетия,Болезни глаза и его придаточного аппарата,Всего,2396.6,2836.1,3161.6,3577.8,3133.0,2696.4,4899.4,5059.5,5625.9,5301.9,4240.1,4176.2
2503,Республика Ингушетия,Болезни костно-мышечной системы и соединительной ткани,0-14 лет,2268.2,2479.1,6335.2,6725.8,6468.5,6851.5,9313.1,9121.8,8347.6,8540.1,4182.2,4098.5
2504,Республика Ингушетия,Болезни костно-мышечной системы и соединительной ткани,15-17 лет,5504.4,5398.8,5424.2,7014.2,7737.8,8029.4,14561.2,16029.1,11179.7,10885.2,6607.1,6213.9
2505,Республика Ингушетия,Болезни костно-мышечной системы и соединительной ткани,18 лет и старше,1264.6,1210.3,1188.5,1208.5,933.8,963.5,1866.4,1699.7,1721.6,1643.6,1968.5,1755.7
2506,Республика Ингушетия,Болезни костно-мышечной системы и соединительной ткани,Всего,1865.9,1872.7,2923.7,3084.6,2821.5,2941.0,4764.5,4654.2,4149.4,4090.4,1968.5,1755.7
2507,Республика Ингушетия,Болезни мочеполовой системы,0-14 лет,946.7,1051.2,1744.9,2161.0,1591.2,1798.3,2856.5,2598.6,2666.4,2681.6,2717.4,2728.3
2508,Республика Ингушетия,Болезни мочеполовой системы,15-17 лет,4153.4,4191.6,4074.8,5120.0,5586.2,5590.8,13804.0,8991.8,9503.2,9250.7,6581.9,6093.6
2509,Республика Ингушетия,Болезни мочеполовой системы,18 лет и старше,1759.0,2048.2,2317.6,2263.6,2538.5,2619.3,2994.2,3578.6,3303.2,3153.4,2075.8,1967.7
2510,Республика Ингушетия,Болезни мочеполовой системы,Всего,1679.2,1907.2,2276.6,2422.2,2481.3,2595.7,3538.8,3573.1,3434.2,3327.7,2487.5,2392.7
2511,Республика Ингушетия,Болезни нервной системы,0-14 лет,1805.1,1837.6,2026.1,2173.4,1685.3,4121.2,4498.9,3257.7,3287.8,3243.9,3286.2,3631.0
2512,Республика Ингушетия,Болезни нервной системы,15-17 лет,7136.2,7064.9,7532.5,7795.6,7765.7,8190.3,12240.5,13112.7,14126.9,13742.3,4231.2,4233.9
2513,Республика Ингушетия,Болезни нервной системы,18 лет и старше,1281.4,1320.3,1187.3,2028.4,2729.7,3568.6,5209.2,4294.1,3454.7,2054.9,1030.0,955.9
2514,Республика Ингушетия,Болезни нервной системы,Всего,1849.6,1872.3,1856.1,2444.2,2772.5,4006.4,5379.2,4451.2,3952.7,2989.3,1834.8,1878.3
2515,Республика Ингушетия,Болезни органов дыхания,0-14 лет,31681.4,33611.5,37018.0,39972.8,28229.8,32158.3,57265.2,59852.2,63778.2,60596.9,59718.3,59591.1
2516,Республика Ингушетия,Болезни органов дыхания,15-17 лет,16176.2,17082.0,18561.1,20203.4,19735.7,22223.6,56748.3,56135.0,52704.5,51322.4,43113.8,41774.9
2517,Республика Ингушетия,Болезни органов дыхания,18 лет и старше,3615.2,3506.2,3378.2,3621.7,3639.7,5290.9,7547.7,7914.7,8281.8,7906.1,7923.0,4377.9
2518,Республика Ингушетия,Болезни органов дыхания,Всего,13026.7,13230.8,13866.2,14567.6,11134.3,13338.7,24971.1,25848.6,26832.7,25219.6,24450.3,21872.9
2519,Республика Ингушетия,Болезни органов пищеварения,0-14 лет,5184.4,5350.4,6449.9,7520.2,7516.0,7115.6,10370.4,9793.4,12883.8,8925.7,8236.9,7328.0
2520,Республика Ингушетия,Болезни органов пищеварения,15-17 лет,21512.1,22030.6,22331.8,23529.6,21235.0,17231.0,21380.8,26935.8,27521.4,26796.9,10871.8,8185.6
2521,Республика Ингушетия,Болезни органов пищеварения,18 лет и старше,2386.6,2399.2,2364.3,2620.2,2280.8,2545.0,3863.3,3822.3,5185.3,4949.9,4221.9,3058.4
2522,Республика Ингушетия,Болезни органов пищеварения,Всего,4573.3,4630.7,4875.4,5314.8,4856.6,4666.4,6743.6,6809.1,8587.6,7199.3,5702.5,4525.2
2523,Республика Ингушетия,Болезни системы кровообращения,0-14 лет,280.5,353.7,695.9,673.0,603.7,557.4,1207.6,1040.7,1119.6,311.2,403.7,176.8
2524,Республика Ингушетия,Болезни системы кровообращения,15-17 лет,3840.1,5875.2,7913.4,8415.8,1619.9,2860.7,4227.2,5029.8,4222.2,4079.8,1708.4,1747.5
2525,Республика Ингушетия,Болезни системы кровообращения,18 лет и старше,3205.9,3457.0,3596.2,7683.0,8186.6,8289.1,11519.9,10479.8,14366.0,14043.8,9044.6,5792.3
2526,Республика Ингушетия,Болезни системы кровообращения,Всего,2360.7,2721.2,3076.1,5828.7,5774.3,5937.8,8063.7,7395.0,9961.7,9600.1,6212.9,4000.6
2527,Республика Ингушетия,Болезни уха и сосцевидного отростка,0-14 лет,1179.6,1569.4,1613.6,1753.5,1866.8,2378.1,4335.6,4468.4,4695.0,3986.6,2959.0,3029.5
2528,Республика Ингушетия,Болезни уха и сосцевидного отростка,15-17 лет,3757.3,3627.4,3664.4,3885.6,1892.0,1873.7,2988.9,4345.9,4632.5,4521.3,3626.7,3615.5
2529,Республика Ингушетия,Болезни уха и сосцевидного отростка,18 лет и старше,673.2,933.8,927.4,1423.1,2407.2,2551.8,3378.9,3723.4,3768.2,3597.3,2239.6,1447.0
2530,Республика Ингушетия,Болезни уха и сосцевидного отростка,Всего,1042.6,1307.2,1307.0,1673.5,2232.3,2463.6,3641.8,3977.0,4084.3,3755.8,2514.9,2004.3
2531,Республика Ингушетия,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",0-14 лет,5163.3,5317.5,6826.6,763.0,955.6,2917.6,2958.9,1566.5,271.4,619.5,427.8,981.4
2532,Республика Ингушетия,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",15-17 лет,5016.6,5264.3,6484.3,6542.9,4216.7,3316.2,4392.0,4526.8,811.8,1193.0,1234.1,3179.6
2533,Республика Ингушетия,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",18 лет и старше,1232.6,1293.4,1622.8,1733.7,827.4,828.6,1247.1,1026.7,535.0,679.8,1046.1,1085.0
2534,Республика Ингушетия,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",Всего,2692.1,2743.9,3416.7,1784.3,1075.2,1529.0,1925.6,1371.0,471.9,688.5,879.7,1162.5
2535,Республика Ингушетия,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",0-14 лет,298.8,364.2,494.3,518.7,160.8,110.4,115.4,139.5,172.7,103.0,150.1,191.8
2536,Республика Ингушетия,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",15-17 лет,5.9,8.8,3.0,3.05,3.1,12.1,49.0,26.5,13.2,10.2,7.199999999999999,4.2
2537,Республика Ингушетия,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",18 лет и старше,0.7,1.6,1.5,1.45,1.4,3.7,6.7,5.7,6.2,5.9,6.1,1.3
2538,Республика Ингушетия,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",Всего,91.7,107.8,140.1,140.7,43.5,31.9,41.3,46.5,55.4,33.4,46.8,55.2
2539,Республика Ингушетия,Все заболевания,0-14 лет,73481.6,83085.7,97193.3,101926.9,81395.2,96756.3,137698.7,137517.8,145446.1,131122.4,120321.3,113155.5
2540,Республика Ингушетия,Все заболевания,15-17 лет,101772.2,103716.6,116162.0,128201.2,104697.4,115970.7,207786.2,199841.2,204023.6,184822.8,116840.9,101888.7
2541,Республика Ингушетия,Все заболевания,18 лет и старше,30574.3,30210.6,32817.4,42198.3,43064.2,49796.0,67851.0,64394.2,70239.6,65689.9,52659.6,35108.2
2542,Республика Ингушетия,Все заболевания,Всего,48594.4,50758.9,56594.3,64019.6,57053.6,66193.5,96164.0,93200.4,99150.3,87163.15,75176.0,60547.7
2543,Республика Ингушетия,Некоторые инфекционные и паразитарные болезни,0-14 лет,3811.9,2942.0,4621.9,5412.7,5128.5,6200.8,5991.0,6619.6,7842.5,7729.7,7503.7,7304.8
2544,Республика Ингушетия,Некоторые инфекционные и паразитарные болезни,15-17 лет,11242.3,11504.9,11763.8,11739.0,6201.4,5077.6,7109.1,7363.8,12490.1,12158.8,7144.4,3478.5
2545,Республика Ингушетия,Некоторые инфекционные и паразитарные болезни,18 лет и старше,2953.6,842.4,1142.4,1778.8,3074.9,3218.6,3816.4,3563.9,4832.0,4612.8,2974.7,813.1
2546,Республика Ингушетия,Некоторые инфекционные и паразитарные болезни,Всего,3793.6,2199.2,2845.1,3415.1,3813.3,4110.6,4640.3,4669.7,6107.3,2800.5,4475.4,2781.9
2547,Республика Ингушетия,Новообразования,0-14 лет,50.9,55.3,126.3,158.7,135.6,166.4,157.7,112.8,127.2,126.3,199.6,148.3
2548,Республика Ингушетия,Новообразования,15-17 лет,29.6,64.3,112.2,109.5,58.7,288.5,512.2,503.0,410.3,802.4,1196.3,767.9
2549,Республика Ингушетия,Новообразования,18 лет и старше,296.8,200.4,587.9,666.7,502.0,594.1,839.3,702.7,334.3,258.0,403.5,394.0
2550,Республика Ингушетия,Новообразования,Всего,203.4,148.6,425.7,492.5,377.4,463.7,619.3,517.3,277.4,603.3,385.8,343.7
2551,Республика Ингушетия,"Отдельные состояния, возникающие в перинатальном периоде",0-14 лет,2983.4,3976.4,4103.9,4551.6,3316.5,3930.2,5288.0,4707.5,4673.5,4791.8,3188.6,2930.6
2552,Республика Ингушетия,Психические расстройства и расстройства поведения,0-14 лет,59.8,56.7,94.7,171.2,159.3,135.8,20.3,37.6,60.9,62.4,12.6,8.3
2553,Республика Ингушетия,Психические расстройства и расстройства поведения,15-17 лет,35.5,49.7,203.7,206.7,95.8,227.8,127.15,26.5,4.4,8.5,12.6,8.3
2554,Республика Ингушетия,Психические расстройства и расстройства поведения,18 лет и старше,59.4,61.7,75.3,137.3,64.3,94.4,88.1,89.9,57.6,87.2,100.6,90.4
2555,Республика Ингушетия,Психические расстройства и расстройства поведения,Всего,57.8,59.4,89.5,151.1,91.3,113.6,63.2,71.1,55.9,76.1,102.9,106.0
2556,Республика Ингушетия,"Травмы, отравления и другие последствия воздействия внешних причин",0-14 лет,2979.3,3502.3,3656.2,3690.6,1583.1,4891.2,2444.5,5561.7,5918.0,3936.3,7238.1,4828.9
2557,Республика Ингушетия,"Травмы, отравления и другие последствия воздействия внешних причин",15-17 лет,3367.1,3417.0,5687.0,6050.4,2569.0,18412.3,32699.3,15279.1,11060.6,7166.2,7144.4,4831.7
2558,Республика Ингушетия,"Травмы, отравления и другие последствия воздействия внешних причин",18 лет и старше,3762.0,4439.1,4573.5,4787.1,4714.9,6665.6,6637.0,6838.1,6264.9,5167.6,8762.5,4514.3
2559,Республика Ингушетия,"Травмы, отравления и другие последствия воздействия внешних причин",Всего,3496.4,4094.6,4391.8,4572.1,3754.4,6954.0,6803.9,6904.1,6409.0,4916.0,8762.5,4514.3
2560,Кабардино-Балкарская Республика,"Беременность, роды и послеродовой период",15-17 лет,234.9,212.5,407.8,347.0,405.7,183.9,318.8,46.3,139.4,207.8,77.8,291.7
2561,Кабардино-Балкарская Республика,"Беременность, роды и послеродовой период",18 лет и старше,2196.5,2129.1,2151.6,2602.5,2456.9,2427.9,2860.5,3073.9,2990.9,3851.8,3258.2,2801.1
2562,Кабардино-Балкарская Республика,"Беременность, роды и послеродовой период",Всего,1775.6,1740.5,1789.7,2172.8,2073.9,2058.4,2409.4,2580.2,2521.1,3254.8,2744.5,2372.2
2563,Кабардино-Балкарская Республика,Болезни глаза и его придаточного аппарата,0-14 лет,1264.7,1252.1,1793.5,2069.3,1769.8,1525.5,1764.6,2247.1,2122.2,2011.3,2722.1,2214.1
2564,Кабардино-Балкарская Республика,Болезни глаза и его придаточного аппарата,15-17 лет,1645.4,1552.0,2057.5,2230.4,1925.1,2174.9,1850.2,1936.2,2587.3,2635.5,3755.4,3710.8
2565,Кабардино-Балкарская Республика,Болезни глаза и его придаточного аппарата,18 лет и старше,1486.9,1449.1,1297.1,1512.9,1410.9,1560.1,1089.8,934.2,968.9,1148.2,1143.0,1322.7
2566,Кабардино-Балкарская Республика,Болезни глаза и его придаточного аппарата,Всего,1453.0,1418.2,1427.9,1647.8,1498.0,1581.8,1251.3,1229.1,1258.3,1376.1,1556.9,1590.0
2567,Кабардино-Балкарская Республика,Болезни костно-мышечной системы и соединительной ткани,0-14 лет,919.1,1282.8,1428.6,939.9,983.6,826.2,936.5,819.5,727.3,639.5,742.5,694.1
2568,Кабардино-Балкарская Республика,Болезни костно-мышечной системы и соединительной ткани,15-17 лет,2379.9,2243.8,2585.3,4167.1,1951.5,1842.6,1725.7,1629.9,1541.6,1416.7,1246.5,1557.6
2569,Кабардино-Балкарская Республика,Болезни костно-мышечной системы и соединительной ткани,18 лет и старше,1284.8,1145.9,1110.5,1198.1,887.0,839.6,701.2,712.4,784.8,634.4,552.4,713.1
2570,Кабардино-Балкарская Республика,Болезни костно-мышечной системы и соединительной ткани,Всего,1277.0,1233.4,1248.0,1303.1,953.6,882.5,789.5,770.1,802.8,663.9,552.4,713.1
2571,Кабардино-Балкарская Республика,Болезни мочеполовой системы,0-14 лет,1624.6,1543.6,1305.3,1476.4,942.9,1050.2,1427.2,1140.1,1112.3,1026.1,1152.0,970.4
2572,Кабардино-Балкарская Республика,Болезни мочеполовой системы,15-17 лет,2606.7,2525.3,2375.0,1760.0,1997.1,1946.7,2176.5,2280.1,2238.7,2083.5,1721.5,2223.3
2573,Кабардино-Балкарская Республика,Болезни мочеполовой системы,18 лет и старше,2695.9,2661.6,2410.8,2096.1,1919.2,1945.9,1709.4,1785.4,2457.7,2318.6,2817.4,2568.0
2574,Кабардино-Балкарская Республика,Болезни мочеполовой системы,Всего,2483.0,2446.0,2209.6,1969.4,1751.1,1788.8,1674.8,1680.2,2184.8,2049.8,2441.4,2232.2
2575,Кабардино-Балкарская Республика,Болезни нервной системы,0-14 лет,1695.4,1623.7,2029.5,1862.8,1751.4,2028.9,1896.0,1483.5,1310.1,1177.3,2440.3,1758.5
2576,Кабардино-Балкарская Республика,Болезни нервной системы,15-17 лет,1284.9,1510.4,1639.0,2064.8,1697.1,1859.9,1861.2,1904.5,2923.9,1965.5,1399.5,1490.7
2577,Кабардино-Балкарская Республика,Болезни нервной системы,18 лет и старше,1166.6,1203.6,1174.7,1051.5,409.3,455.5,675.4,622.3,795.9,779.5,750.5,899.6
2578,Кабардино-Балкарская Республика,Болезни нервной системы,Всего,1276.0,1299.0,1353.9,1246.6,705.4,794.8,959.7,840.9,979.5,902.7,1115.2,1094.9
2579,Кабардино-Балкарская Республика,Болезни органов дыхания,0-14 лет,39417.4,45326.8,48149.2,48776.3,56680.0,46822.1,50764.5,47086.8,49439.7,48256.8,58223.1,54342.0
2580,Кабардино-Балкарская Республика,Болезни органов дыхания,15-17 лет,12457.8,13262.6,16216.9,16653.0,20739.3,20335.3,24179.3,20420.2,25539.4,26680.7,31656.5,35910.2
2581,Кабардино-Балкарская Республика,Болезни органов дыхания,18 лет и старше,6299.4,6778.8,6680.4,6175.7,7078.4,7720.6,7637.2,7253.2,9080.4,8582.4,8778.6,9351.9
2582,Кабардино-Балкарская Республика,Болезни органов дыхания,Всего,13076.3,14315.6,14670.5,14249.0,16439.4,15146.5,16613.6,15507.2,17651.3,17228.4,19590.9,19422.4
2583,Кабардино-Балкарская Республика,Болезни органов пищеварения,0-14 лет,4754.0,5369.7,5752.8,5884.1,5405.0,4138.8,4129.4,5992.6,5170.0,5469.5,5236.1,7162.2
2584,Кабардино-Балкарская Республика,Болезни органов пищеварения,15-17 лет,4531.2,6027.8,5226.3,6965.1,5931.3,4300.2,8570.5,5912.8,5910.8,8662.8,12506.4,13909.9
2585,Кабардино-Балкарская Республика,Болезни органов пищеварения,18 лет и старше,2291.1,2382.3,2212.7,2068.1,1841.2,1986.6,2194.5,2306.3,2931.8,3407.3,2375.2,2101.0
2586,Кабардино-Балкарская Республика,Болезни органов пищеварения,Всего,2897.8,3144.0,3014.5,2992.3,2658.8,2468.4,2834.2,3166.4,3487.2,4013.8,3321.5,3555.1
2587,Кабардино-Балкарская Республика,Болезни системы кровообращения,0-14 лет,276.4,246.9,287.7,278.1,240.6,172.3,169.6,166.9,140.4,113.7,119.6,68.8
2588,Кабардино-Балкарская Республика,Болезни системы кровообращения,15-17 лет,750.0,501.5,457.7,565.3,631.3,510.9,655.4,540.4,558.9,328.6,446.3,289.9
2589,Кабардино-Балкарская Республика,Болезни системы кровообращения,18 лет и старше,1439.3,1712.3,1506.4,1281.1,1128.1,1328.0,1379.7,1606.7,3359.8,2503.4,2330.1,2427.4
2590,Кабардино-Балкарская Республика,Болезни системы кровообращения,Всего,1174.1,1371.3,1229.8,1067.2,948.8,1088.5,1116.9,1284.5,2618.4,1943.2,1815.4,1872.3
2591,Кабардино-Балкарская Республика,Болезни уха и сосцевидного отростка,0-14 лет,943.9,893.7,792.7,1128.7,1774.9,1687.5,2316.4,2105.4,2557.5,2256.0,2532.3,2375.8
2592,Кабардино-Балкарская Республика,Болезни уха и сосцевидного отростка,15-17 лет,769.4,810.7,769.0,887.8,1956.3,1433.4,1864.0,2947.7,1703.8,1719.8,2442.0,2430.3
2593,Кабардино-Балкарская Республика,Болезни уха и сосцевидного отростка,18 лет и старше,1050.7,941.6,860.6,1021.2,1329.7,1135.7,1185.8,1204.2,1111.9,1148.8,845.9,1304.4
2594,Кабардино-Балкарская Республика,Болезни уха и сосцевидного отростка,Всего,1013.8,925.3,843.4,1033.5,1437.2,1245.9,1431.4,1449.1,1418.9,1392.5,1244.4,1562.2
2595,Кабардино-Балкарская Республика,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",0-14 лет,1341.8,1051.5,1201.3,1038.1,1612.6,1367.9,1819.1,1134.7,1760.9,1648.9,2947.0,721.6
2596,Кабардино-Балкарская Республика,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",15-17 лет,2732.7,2846.4,2964.6,3621.7,3583.8,2884.1,4189.8,2551.8,3636.0,4435.1,5636.3,1681.8
2597,Кабардино-Балкарская Республика,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",18 лет и старше,484.5,593.5,487.8,599.2,600.3,578.5,626.8,295.6,506.4,784.6,919.9,1062.0
2598,Кабардино-Балкарская Республика,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",Всего,780.3,806.0,751.1,830.4,917.5,821.0,1005.6,549.2,874.2,1091.5,1500.8,1015.7
2599,Кабардино-Балкарская Республика,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",0-14 лет,857.5,910.0,817.0,762.6,771.6,717.1,799.6,668.8,596.4,306.5,274.3,639.6
2600,Кабардино-Балкарская Республика,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",15-17 лет,310.1,392.5,334.0,315.8,333.7,339.7,365.1,297.7,252.4,229.7,207.2,535.1
2601,Кабардино-Балкарская Республика,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",18 лет и старше,4.9,7.1,6.7,8.3,5.3,8.0,10.2,4.4,12.5,3.7,2.1,1.7
2602,Кабардино-Балкарская Республика,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",Всего,187.8,196.8,170.5,157.4,155.4,147.3,176.7,145.0,136.6,72.8,64.5,150.2
2603,Кабардино-Балкарская Республика,Все заболевания,0-14 лет,74566.4,81225.3,85298.5,87557.8,94924.4,83927.3,86649.8,87665.3,86587.1,81946.2,95831.4,90578.4
2604,Кабардино-Балкарская Республика,Все заболевания,15-17 лет,41697.4,42622.4,46069.5,54841.8,60717.7,51619.4,67524.0,56651.2,71401.5,74266.9,87286.4,95129.8
2605,Кабардино-Балкарская Республика,Все заболевания,18 лет и старше,27894.9,28679.5,27307.4,27046.1,26266.2,27456.9,27529.5,27393.2,32777.4,31762.8,31640.7,30214.1
